500000
50000
3140	6190
3397	3070
4796	18295
4939	3060
4731	7711
1486	19306
4631	15739
2593	3675
1864	1061
1424	466
441	4932
4579	2123
804	208
1635	1698
3544	4410
1306	13426
3924	14762
3069	3319
1594	6432
4835	5942
3479	9465
2348	1378
639	2
4268	9789
2243	29486
39	1377
4644	2757
2604	1867
4918	11500
2829	13413
3520	11255
4283	11399
2929	1526
2323	2135
3746	26248
4437	12199
3975	11249
1481	29123
3623	5034
1850	902
1778	28780
3885	4374
3968	3775
1304	10661
2558	635
1541	8785
4969	1554
3174	9009
2530	165
4976	14682
2394	454
3346	5658
4405	3635
3292	6620
2729	1745
2034	5657
2757	30048
1665	12569
1972	2995
3038	1062
2001	693
1300	1870
1266	27267
2476	10145
3136	2963
3331	11147
4138	1884
2793	5737
207	6994
4038	5357
4698	4155
4950	7521
293	2958
491	100
4593	8320
3815	215
2361	6282
2193	2203
981	2853
3276	12577
4930	242
2069	13522
1628	3526
1555	5944
4053	2107
1239	7666
1757	3593
2763	15805
1218	279
3813	1557
3423	2325
4722	2836
838	2256
2973	464
1143	378
2791	26551
1881	1367
750	7832
4654	393
1424	1047
3905	3348
230	3612
3512	5151
1500	1391
4555	850
2141	3487
4493	4629
2385	14635
760	897
1240	11236
3323	2300
3053	646
4365	14421
3173	24863
3384	4637
4536	7095
1976	19325
1756	878
2604	15067
2951	17920
2241	725
99	5775
2972	1811
2625	851
1070	4953
2369	1872
4663	5710
917	4203
4053	29899
4411	17153
1283	51
3370	3386
1509	6761
3049	1899
4376	447
76	7823
3180	2092
3977	2041
531	19105
4101	6837
785	12308
1113	2037
4835	7144
4928	8506
250	959
640	3785
3407	10061
1662	1847
4854	12109
3596	3489
2869	1431
3445	5790
4971	25588
1949	6877
2811	4130
674	16845
2472	10049
2759	1517
1201	9559
2558	2203
4716	25626
2995	3128
2907	3102
4469	6260
1532	3728
2638	1858
4202	20547
1696	1085
3311	4940
3863	12839
1316	22514
395	2631
420	2214
204	8738
694	6535
1190	3863
1178	2991
4229	6260
2097	23116
4959	2906
4086	30
2575	1348
745	4281
1973	10
2432	3432
1528	9825
405	358
2934	13446
3237	7522
3288	182
1405	3345
3129	9136
1573	14578
4797	12272
3886	3646
4948	3812
4317	2645
1526	2495
1319	803
4101	10497
381	235
4376	1650
607	7810
2684	23691
1954	10213
1747	6196
2636	2425
2870	11293
84	753
4988	5470
4268	8177
2571	1799
961	6162
4915	22412
2607	908
2840	12701
3991	7836
630	799
1898	28207
189	922
804	2117
4612	5531
3308	10060
1231	18028
264	11391
130	28200
579	4904
997	2875
2745	30726
2560	2384
4823	8206
646	4017
2869	6690
1683	17746
725	5930
4896	7639
1739	564
3099	5176
2900	962
1737	4722
897	1979
2246	13834
2563	13419
3457	3911
4654	3301
2075	5577
4536	3583
4046	1439
4712	10237
4551	3507
521	21194
2877	3529
2438	3494
2778	1873
1677	31108
4287	27745
4534	2071
3441	10905
699	9330
3656	11067
3343	5403
4140	22980
689	1446
1872	10955
1656	14351
3073	2690
3253	9953
54	2813
2654	1456
4630	7463
751	3537
2415	1013
1000	5509
2083	1023
4500	9883
866	3754
3341	14690
3676	27818
723	6755
3870	3477
116	1695
4082	981
2706	4197
4033	14293
3634	2300
4458	9163
1833	2175
1073	19736
4639	2415
3955	1164
4013	6697
806	8837
4288	401
1395	2722
181	6952
749	4081
2077	6782
1241	12318
2856	6174
1862	1
4403	11078
4004	1098
4124	3771
726	1729
2346	2419
2970	11522
3591	7445
1621	141
2608	10223
1393	29099
2417	712
4216	7056
3642	142
3984	7513
4734	3051
1398	5126
4361	6860
1237	1868
4943	5929
4654	8549
346	4906
3199	5372
3866	39
1582	1046
1923	7269
4525	219
556	3060
605	14900
1796	617
3172	3943
277	5634
2233	8676
2331	26710
4652	2436
2092	2489
4873	4985
398	5584
4651	179
45	744
3651	3248
3852	2608
1879	14603
2145	6231
2733	8105
1947	3373
2272	12104
4253	21110
3479	142
2338	12530
3082	679
2248	21889
1262	8753
2047	1645
1590	2981
1121	2235
129	437
1057	1182
3625	272
2526	12334
2655	3144
3399	1294
3074	3258
2101	17789
1927	5646
830	25863
4119	3390
566	901
3366	2672
653	1470
4727	921
1878	929
275	6336
2699	146
2009	2700
1716	3259
748	5587
3719	8139
1802	6354
1926	900
3009	12059
1982	1407
746	1697
4948	2833
4584	5182
519	3824
1367	2196
4331	6280
2719	17394
2426	4262
4327	3526
4610	1801
3940	3230
1851	5918
2610	9850
512	1444
3079	13251
4043	4402
1588	3938
2058	2470
261	6768
694	2501
3886	3966
2913	3612
1789	11166
1997	3852
453	3779
625	2453
3910	9681
4437	2451
1855	12912
2546	3839
2599	9153
516	14112
3829	8873
2482	1597
3292	3901
330	22962
1827	13296
2735	8300
2983	3230
4749	6261
3976	6166
192	2900
2555	7434
2914	2049
4780	5004
348	16349
