50000000
200000
49393	112714
16508	1524290
49164	114440
24824	1637598
6675	158884
7903	130474
46271	697736
24010	39924
3355	547397
37972	488038
4275	4755
3117	88739
4647	512796
21284	441240
31753	1053531
27004	808823
7818	593363
39527	2424992
48032	328046
21245	108949
32947	159581
36918	28096
49131	429892
36763	353649
9811	1349244
46857	129809
30121	1218999
16765	363586
40123	292044
23544	84073
17946	77250
26123	828046
34986	428051
33868	1590296
11632	13613
33951	1063115
46754	702944
22270	2123793
39242	1312507
34017	295730
18723	2191639
19622	61456
1178	383158
18297	52007
32861	112676
25804	709846
23007	266863
46480	223777
705	281850
858	298962
7226	202419
35839	76545
23216	378631
17031	1020340
34508	1324405
21517	71778
36426	231033
30188	361707
12006	43648
5363	40281
12383	310001
21330	313240
45687	272858
15050	117385
4864	100679
48129	490180
5968	113433
19915	302364
38605	759667
4721	325107
23682	2380820
16141	20450
1336	217919
26204	673990
13005	1201408
49418	1240
32016	68272
49273	637799
10898	1665292
35178	152143
24629	261666
49425	115936
44464	385391
15300	767030
27098	651317
23388	161796
3834	659384
18627	166372
34845	43128
7956	2648413
7439	1017566
46238	1018787
48528	3012799
17729	434836
10880	2627808
31230	1836340
2690	1456202
45450	12429
42796	3003018
24139	153394
12213	1261083
21289	1381514
6038	648311
47454	194818
47721	361038
31974	543787
19372	1499398
23823	419802
34303	437410
48650	374405
14449	381903
14167	246993
19926	1334965
12796	360672
6019	168839
47663	700850
20800	953271
5495	64941
24660	704793
3390	259871
15532	254156
14465	463466
33461	217728
1085	245284
14205	16713
8132	487781
49989	1668285
18022	78048
7233	53095
22968	382378
34005	186022
30335	352902
6297	96246
6693	472143
18518	182696
8723	1360011
41335	387201
24853	87840
4712	1806504
19337	434846
38762	344529
26799	1130239
24764	642269
22697	432821
29203	1178598
18540	495107
32066	724146
27741	2550643
5490	224637
18677	1866342
48347	174005
16461	252492
42105	1192307
1170	325559
5511	268314
43745	308623
26374	2020835
21915	93642
14199	140958
15922	166734
17644	163847
47658	383655
27083	1774046
25256	1472584
19002	1045537
5910	269979
19779	294296
40445	787487
1361	463733
31640	976933
43553	1233196
37591	502751
12914	305247
25001	650361
23013	734774
8816	134156
48972	536503
257	404635
5486	206156
15057	282556
43521	8823
16600	1029696
11695	3043541
6369	147492
14721	1385977
46488	79321
35286	86432
20010	792405
3052	103352
30360	398018
917	5254
37779	308420
19556	568927
15201	1784194
3917	123189
22966	188152
42231	913588
16683	311598
11965	206153
5483	254892
17992	1391728
42288	378904
32022	19124
32074	357134
26150	964730
47223	340994
11929	1222570
6475	59282
13042	344483
9274	2744624
37142	127991
26344	454873
5341	458437
10128	355942
20334	1316350
22025	384419
21718	1860245
47362	586873
16961	31158
4599	2090921
13999	196103
39160	330785
23648	249996
11305	523336
35768	484572
42492	176587
32427	414766
23704	1511462
44097	475723
48389	166422
25043	1712992
45101	203428
1227	347827
37948	248060
7720	609599
15105	1462512
32183	1137808
18986	102497
35690	2259766
26155	361163
42261	250508
21623	704853
48331	100526
27125	565006
23957	270278
42540	47967
49419	465685
36998	452646
4760	2923392
28128	229367
26937	494369
12856	2627069
15054	969689
29997	576401
44440	2559766
36995	753165
44233	379129
41916	307010
33606	1427348
7342	2532040
20551	1391289
30899	1374755
17493	291061
21476	246950
33451	299663
47005	1102394
31222	118072
34940	517686
5268	172559
48114	21159
28712	751327
15615	1771855
12500	973494
14201	74619
22412	649399
8805	749909
9145	1659356
15692	2832514
44307	839907
9319	2261896
44118	2816488
16675	1291639
39934	78200
40430	92278
31530	222600
21287	529335
40924	623141
47937	358065
27798	302702
32096	1333104
15854	13214
6713	194457
12426	72865
39798	2131646
26052	215753
28448	225154
35528	545872
23123	149299
5009	499731
16396	556707
39006	142288
14414	86591
33634	36319
33224	461754
38991	1703084
23632	585929
4554	1414288
12011	627975
49082	414545
47937	660977
37609	565420
23997	1137448
9360	217217
2363	197434
31567	160911
5784	1673559
8898	1028129
24213	119201
7948	170383
2324	107981
41248	393158
44873	78309
24722	584614
35657	433799
38825	597657
38893	3049278
16400	372712
14848	172993
16544	162234
2220	302782
39560	153330
20657	302019
30677	2295817
30430	42697
1065	1479733
42357	704193
25127	139633
5131	253252
3364	546127
37332	1590681
27384	303820
17579	708596
16219	2141852
17288	506129
25448	1549501
44887	2763363
43500	237344
10951	736036
29831	174105
37128	1536251
7321	151678
7723	294032
12934	451818
2406	553144
26306	631537
29645	104673
48757	742616
39081	829543
17496	608319
44308	316975
26390	1480891
12283	145370
37691	126233
4138	1709053
15576	379968
15715	62168
7564	13042
18375	196175
15036	758792
41370	727549
23339	554615
35955	747327
24738	1024907
3497	880045
5657	2233051
20150	2219063
24363	2360339
34088	2672160
18726	63623
14858	20754
32184	69996
3471	976748
17554	878565
13591	137257
43576	409177
8743	358484
9823	86666
37349	2271569
19934	307690
7209	472464
38621	1486796
4125	668214
37256	347671
32222	501251
45243	2748957
26408	538832
33111	312387
6636	104567
22684	314802
8429	31883
42380	409534
17694	450456
49198	88443
36757	261482
16760	1266565
12251	888579
2516	2552413
32522	449168
28507	2232030
15165	135625
18604	364943
9490	885526
7797	260497
37931	1144590
2792	1459060
21080	333643
41544	125833
7742	2295326
19113	179542
15042	165080
44050	755594
7646	250048
2766	101991
47771	1301608
29862	1982048
49797	374568
34472	391367
27290	339393
12083	43804
14298	1878238
42360	1357116
6680	343044
48346	1895264
30982	856570
13870	271776
4237	4209
27515	45418
36002	573252
44331	272152
16770	1394290
34088	5806
30246	1146247
38959	42512
13343	335813
21424	275220
34363	313098
12555	220427
24605	1092694
23539	364827
10168	1726582
37919	74466
33572	80502
10180	414998
12088	635627
14619	51282
19165	639019
24961	108186
22369	495613
4737	16878
1137	2846761
36779	165641
34349	110207
23249	19838
14103	1457647
15972	198178
49459	327643
48234	2813969
46424	594259
44667	78006
44078	153448
40143	2883873
22910	2442491
45457	1288407
27252	370598
11710	172988
44752	292509
44118	171936
41951	284715
47834	2647685
37062	1598610
47052	636849
1624	447390
23281	652367
20874	1093645
5457	693358
24773	184850
10309	916435
13428	40041
2264	1641674
16577	539233
49543	2144343
5692	2264649
14016	262025
22195	2295852
49766	1145573
11819	2395149
2602	2666305
20613	68692
48163	469759
26585	2953
21111	258042
27374	256705
7663	123879
12879	529137
9446	309507
3351	526602
21914	447867
48997	666129
19337	82117
24073	341053
47317	1110816
48692	2345964
44688	2395448
18699	204149
6224	103441
5428	786896
31180	505043
40408	109155
41740	110112
207	66910
33836	942956
2742	352706
40873	2623236
21899	148860
24770	342551
927	145610
17479	92103
22787	1117193
8813	1606426
12763	109899
25208	309080
19245	1534863
24719	2047261
4386	599542
3836	147571
37636	56263
31464	377444
11934	68206
7507	1006341
7167	2705919
48217	162065
49862	72909
35245	201167
36886	71376
25809	1490189
23252	319048
8796	560170
5939	468523
5378	1293654
21262	695630
26335	2528541
782	1841558
33836	123970
45487	909514
46231	75839
11823	644815
7568	115979
22063	159585
34742	589162
1487	214980
10861	398046
9461	211534
24586	76397
36359	1598102
22676	615105
32907	865024
28357	724396
12382	383738
43479	1977262
23370	3000247
44583	311000
44077	357907
22965	410000
4024	266179
7633	245158
6813	224050
26271	273310
12208	1112852
11108	1071999
26679	593883
27974	213327
5098	328932
15966	612868
30578	967268
43801	523652
30845	2826291
12035	2816824
11160	209734
24586	1423831
5235	84597
38784	991731
11025	1594640
28665	2859890
15524	319598
41272	65325
4404	161632
48518	760734
32409	983005
5179	523474
8124	49004
37410	426484
15626	591405
12553	998580
20784	424059
43902	621590
12047	1142881
47426	552779
2169	243684
24521	349882
27377	1667865
19320	2637425
13519	2976762
49701	323413
30377	855657
45754	41789
22491	1271541
15090	658181
39583	1780513
14298	2920032
38101	94255
30577	7686
49884	206632
30055	100459
47398	713466
25553	1201386
35080	262480
20691	223047
37719	708741
19172	322968
13035	363058
1437	310045
10543	128571
16762	22237
34078	1556401
46711	183964
10743	2339967
2851	146999
14474	674934
43424	967075
12153	2135088
44176	44558
45127	312438
48089	367003
31035	2332259
20914	273095
12430	2199318
34755	491150
38584	369995
10520	210007
25254	1347336
26622	420976
2199	166769
38964	595882
41290	343813
39259	883793
256	827613
26246	3053034
28544	115841
10346	2224629
49245	44803
2942	205366
31634	103136
43548	1257310
46150	263352
28126	292844
33079	520712
37985	87582
41379	643493
18421	484477
44954	1249897
39082	202999
14925	637759
20115	276411
37137	339350
22199	395350
37724	280859
26858	1382757
35959	1089093
37592	2654132
26122	373025
36811	2048108
37522	44294
18991	1354662
46877	1890274
22532	197534
12267	29896
28043	613888
42575	726878
17544	688878
39724	612513
8622	285259
7513	3028679
18309	1320961
1565	225411
1543	143721
41154	1351342
31054	241216
2117	366034
32680	302041
19300	368191
34803	1270861
36270	650369
18736	179770
2822	188579
31875	2524416
12912	535840
27248	1199335
44866	2695368
3776	290812
12964	7667
44202	642752
45616	240302
47161	215854
49266	2576417
43996	288433
7352	2307562
47760	1172036
32850	1398636
6040	157184
25058	160889
30774	336441
20093	305492
16414	320628
13736	243421
36505	429085
2508	361847
38815	227827
45730	118428
30507	522291
41031	1421659
34107	1520338
23753	1384265
23405	202433
48391	500048
21811	2837477
7572	232723
5279	351545
26755	745320
9399	212943
8092	1545955
24177	76058
41606	979533
46872	24582
11450	841550
23701	1395759
30854	1000131
18342	213355
20439	445492
40921	688982
20093	229004
47905	46797
34058	345133
10720	331536
37651	1137358
37819	67708
27037	2660840
13961	2882012
37440	898540
14691	689417
44775	398797
10245	2773611
35230	291829
2331	1372129
47250	2772522
16244	232366
41796	334267
12690	234794
9158	35539
28536	221370
21227	129832
8762	63669
37194	217324
45648	514340
16012	344943
40930	703946
34393	110988
10877	1005991
9951	292813
41772	510350
33418	1382682
7007	107468
47884	2480579
44951	393764
33142	164617
48071	488631
4029	1500072
29876	429509
22357	2997791
10294	293149
43385	1244088
48644	132114
48528	72572
34459	378931
48201	296359
5799	335715
39024	254902
23928	650522
38230	970944
29518	479023
11980	48777
3869	1054150
3303	370828
11977	138630
37693	384402
12474	249285
17847	1033898
42729	108472
14109	98827
737	326531
30380	598244
29518	2652257
28306	548249
44881	147682
37568	1923424
20297	701125
40199	55017
14698	26437
14171	434215
36906	372287
33923	68794
4399	687965
49334	450284
40161	634603
18734	273461
14814	179933
14024	1554388
36496	115044
12946	1537801
18104	71817
44972	47624
2183	86738
36423	1715316
13615	928004
17704	2143982
33717	532261
3349	369136
39042	1224146
8822	338151
4797	179783
14373	251697
49026	176224
26398	543970
31229	480278
48959	532004
16207	2570406
17752	45860
14152	80749
34412	20532
12458	694617
24382	1593811
23900	561492
13156	971372
29732	274846
34167	219588
17547	1531687
27505	343320
26541	70629
45293	149459
29814	1202558
40041	202222
49445	50212
13702	1065620
19356	983412
44070	136835
38205	746390
24941	787995
19262	2752328
41377	41507
27814	2446939
4970	506134
35709	325137
38289	1499237
43167	166746
49796	284439
46121	646896
8992	207003
11546	64662
49525	334890
34499	747085
33366	1270032
24823	1722968
42950	3003537
10859	1387622
37547	1852557
40406	23811
21053	573822
5906	989402
32535	590710
27368	1485663
26565	1839752
12407	597311
8292	614357
15630	247806
309	25585
28237	147817
31162	3087074
23208	310614
41943	188393
9651	692079
14961	1387790
18134	122968
21042	137674
15241	259493
5394	175988
35657	357032
11471	173778
24609	567459
34294	1279574
