10000
20000
129	299
18	41
244	1283
313	1102
296	183
464	722
318	423
497	200
259	29
142	1703
116	452
209	1100
188	453
177	98
178	382
464	953
37	732
416	856
198	1390
56	385
286	337
19	454
62	941
141	859
100	1458
42	547
353	3033
276	531
250	281
225	396
205	817
236	117
223	690
166	596
257	597
491	2847
497	121
460	973
299	806
152	226
470	914
122	2344
422	1187
194	389
58	522
209	3814
129	1227
247	582
230	964
68	2633
149	303
281	995
185	1106
190	1003
358	68
239	239
18	801
53	948
6	1401
452	747
115	1994
456	404
391	1999
178	709
3	257
481	4861
440	3312
391	518
244	3362
103	2444
255	604
354	366
148	616
52	3170
475	434
494	822
278	3853
479	11
242	3060
349	476
97	766
110	419
464	3583
249	1109
467	49
192	301
425	846
357	2025
103	509
147	1335
202	59
255	713
175	55
318	2811
427	377
91	782
305	223
143	39
45	509
434	2875
145	1658
112	1972
277	712
279	572
20	211
245	3245
18	1414
188	837
277	611
424	158
106	3379
421	4360
247	2040
471	3100
348	1317
259	678
168	608
404	1969
43	763
165	340
207	1675
283	859
88	1966
473	2050
69	1199
422	298
395	71
474	2313
354	1289
302	348
289	341
131	1147
37	211
180	1251
414	423
10	2879
259	399
25	522
100	3054
457	4207
111	140
223	191
373	740
115	738
251	473
2	3902
395	412
367	725
443	1598
371	67
311	2448
223	153
312	623
182	939
369	1017
9	4013
438	471
464	3605
244	2084
344	4736
266	122
433	476
339	4848
175	1008
7	703
2	448
193	805
239	3159
300	75
39	1012
244	1096
373	216
283	1820
93	576
373	321
377	267
318	28
67	821
493	892
438	3303
333	2380
149	936
61	820
216	361
357	120
339	1082
236	971
492	343
205	286
129	657
416	2113
433	695
424	146
62	3395
320	260
433	329
216	2566
387	420
35	232
60	1287
367	586
143	935
158	686
246	21
101	2303
77	176
89	4332
436	748
55	606
391	955
405	478
84	413
81	1167
40	1457
382	891
355	417
344	1171
299	2342
78	2537
453	205
343	145
269	429
67	1646
332	628
208	934
85	508
336	2146
298	437
363	146
194	2940
275	1190
310	1387
442	230
306	4689
371	805
423	2363
314	193
396	333
227	236
106	186
347	47
406	1230
240	38
160	869
363	2444
59	207
290	3706
321	2269
221	2264
169	629
410	2457
436	4431
339	2085
271	1983
128	4109
489	1356
499	51
299	4936
50	4361
329	147
361	1475
275	356
338	1979
75	2567
282	1556
491	20
291	253
478	591
225	46
293	1609
79	144
35	3651
469	809
395	1146
417	768
466	242
348	1586
104	1751
196	532
257	345
349	288
302	605
289	296
235	1230
278	270
331	129
388	24
205	11
313	694
247	191
246	4413
251	1084
357	1910
84	1942
55	400
475	139
489	1809
119	1080
25	3888
307	1567
459	335
273	407
454	318
386	745
318	105
491	1334
137	3275
335	358
72	26
367	151
80	1443
472	1857
319	1727
253	413
334	1302
87	578
343	1373
118	596
254	4626
127	1094
213	1221
70	2300
297	4709
243	774
444	509
202	3154
283	2464
457	1413
139	1735
450	1080
461	939
383	2083
188	4729
207	976
143	1944
448	789
469	983
317	142
107	181
183	2870
462	236
329	598
459	99
25	293
276	266
462	435
402	1426
326	224
11	1335
452	796
426	1133
192	2276
483	3544
499	1527
298	3496
438	4458
145	1906
399	17
129	400
257	70
139	316
79	136
476	1193
285	1041
99	4791
424	47
335	8
220	101
259	1234
281	260
456	105
301	5
47	122
197	553
56	1633
77	406
88	722
159	1150
496	28
76	287
349	453
264	2018
69	580
28	480
300	4276
447	3535
370	13
175	415
421	218
475	997
14	2395
376	2742
458	582
490	816
162	4315
310	1844
160	1044
499	4960
397	65
115	101
491	1809
480	543
459	1549
149	384
442	475
108	67
124	1120
439	430
313	443
353	3044
53	256
136	99
97	60
130	2270
279	1989
190	18
200	3095
113	386
293	1162
127	3421
100	2367
201	473
249	331
390	470
91	357
348	123
498	145
205	351
404	1019
13	505
438	544
248	15
426	4360
434	310
452	282
112	2954
3	401
418	730
411	362
256	367
378	1206
135	1297
296	2586
91	2445
193	4426
175	7
107	1452
214	119
46	35
166	1831
270	4101
165	518
492	1044
466	510
7	466
334	280
234	555
289	117
60	532
223	471
135	547
81	659
478	60
436	799
431	110
342	229
61	54
30	191
111	427
198	981
240	198
19	407
241	264
162	522
466	1730
396	566
326	2263
215	1093
474	519
409	1168
110	272
54	580
249	381
394	928
160	441
325	1534
231	132
256	762
253	589
268	1725
361	482
412	3648
452	3834
316	1841
323	1156
42	582
267	1418
265	207
163	2220
102	901
434	1562
436	198
15	226
193	492
14	636
165	383
342	394
23	414
175	1522
197	55
451	927
54	2184
281	394
331	441
95	213
293	308
194	621
443	1043
422	2675
306	1185
497	556
261	492
149	3151
259	1992
275	98
5	4415
132	468
419	1945
497	3836
82	1300
12	3061
32	82
395	803
273	4134
153	181
25	6
134	537
81	2430
305	1285
217	589
365	57
253	2969
266	601
286	940
291	267
272	919
55	593
475	1600
74	85
439	730
343	4796
337	403
332	53
297	1527
191	420
188	437
257	195
221	530
191	555
106	369
14	829
433	328
460	504
321	394
254	1840
256	923
254	2887
284	290
384	589
264	28
62	134
322	995
298	590
344	665
88	3960
261	191
35	350
7	410
434	1729
67	1848
453	1107
385	660
454	1236
95	292
102	50
119	201
244	992
112	163
213	333
55	576
128	756
475	466
357	29
363	176
18	2
317	2054
317	183
430	393
161	1893
106	949
309	760
214	1712
118	1968
93	316
466	1730
198	183
437	523
278	642
189	611
264	475
116	4091
118	2474
10	625
247	874
473	64
116	516
98	2469
368	1176
111	1398
110	175
332	1752
376	1096
84	214
24	539
35	538
112	263
291	1636
451	165
361	910
479	990
190	1171
489	14
293	614
334	582
445	372
435	3789
476	2240
362	4700
60	1897
241	919
87	1761
124	386
124	112
183	992
386	542
430	4867
41	657
427	1379
85	133
280	308
484	1217
447	449
106	4014
359	1010
142	394
274	265
491	411
19	805
34	948
291	289
56	1492
277	1143
302	111
296	144
175	1074
169	849
245	499
395	645
169	65
292	3385
50	527
303	242
478	382
310	496
406	4106
231	3233
444	924
228	119
109	968
80	13
470	196
34	4073
244	4292
46	3648
38	652
245	701
335	3692
15	2642
334	573
317	304
88	68
186	3029
278	1268
39	2323
161	4914
184	2363
15	566
158	989
185	569
365	42
232	4199
461	471
14	742
451	838
264	2114
483	3788
43	369
25	854
149	6
165	446
42	111
56	6
366	295
46	45
243	231
248	273
224	662
277	454
74	3548
147	414
395	46
217	1602
380	1537
259	4151
190	2523
399	988
214	1055
20	922
230	813
170	1778
58	3686
23	934
338	787
37	73
44	1122
358	2093
405	69
86	4723
474	3498
382	2537
124	453
492	415
303	397
463	257
372	963
465	2372
364	502
453	3735
173	1086
200	302
416	490
29	951
255	165
19	4589
415	570
351	23
452	4838
173	215
365	1210
106	1738
391	2574
108	406
151	1971
174	723
294	50
287	439
94	923
284	460
444	256
492	1785
264	440
257	84
234	2333
186	182
261	276
216	1254
340	16
371	695
307	651
263	832
69	396
105	3984
437	293
478	2344
265	440
348	860
128	369
274	157
301	167
242	517
35	4353
90	129
419	400
445	246
221	869
404	2072
329	879
76	131
237	77
460	566
385	303
52	4404
329	2941
299	548
254	42
34	636
319	4877
351	636
287	469
363	1485
445	273
133	301
443	1
77	1765
495	2449
1	1635
370	322
0	4562
115	2015
343	1066
461	1042
305	778
36	225
405	612
381	1497
32	629
67	276
421	4036
150	1758
303	2524
403	469
86	538
401	213
483	154
404	162
435	1864
229	3160
393	2580
130	218
410	508
233	153
57	1101
50	560
209	725
51	336
131	845
409	4515
407	154
221	1951
234	1083
453	224
486	88
223	323
471	662
95	1051
410	50
278	2312
282	1227
487	4651
200	92
174	2116
104	978
228	504
235	1148
264	1740
417	82
457	377
74	781
459	1999
274	518
225	463
134	124
353	613
138	1107
261	754
479	1319
138	4364
472	478
473	53
243	571
147	3154
31	588
18	161
128	616
8	182
456	231
120	558
446	558
10	378
70	374
69	1268
426	1834
344	132
348	119
395	775
143	580
461	1469
44	566
121	2476
395	1424
206	1019
193	578
469	1001
469	2232
4	1893
298	1311
110	760
64	628
459	537
228	388
283	234
238	4838
83	104
122	1808
397	215
93	392
239	1185
375	287
224	1379
420	2336
288	4130
177	2369
194	1703
246	82
45	416
371	2216
289	218
92	1242
460	1547
467	1293
307	1680
403	740
225	125
167	115
152	3570
499	4281
5	436
232	1875
138	595
471	2315
